symbol,investment,profit,roi
A,49508.06066000005,48.08203500000016,0.10
AA,85371.84897900009,85.36431100000009,0.10
AAIC,143490.34991500006,71.26017200000015,0.05
AAN,148.480002,2.1999989999999983,1.48
AAP,97587.79334200003,7.169970999999748,0.01
AAT,22193.639985,-14.139998999999921,-0.06
AB,52683.50372400001,73.1249710000001,0.14
ABB,21695.55998600003,11.20000100000004,0.05
ABBV,35287.479939,82.68001500000008,0.23
ABC,62659.11974899995,24.581414999999993,0.04
ABEV,4509.710885999995,-5.958576000000008,-0.13
ABG,46575.83998900003,63.94007300000011,0.14
ABM,38055.77246100006,-29.613086000000067,-0.08
ABR,11930.99999999998,5.739994000000021,0.05
ABT,55120.564422999974,6.382232000000144,0.01
AC,11597.663506999994,-15.270475999999995,-0.13
ACA,5570.839986,7.990022000000039,0.14
ACB,12889.063991000003,141.65605000000048,1.10
ACC,36246.820042999985,1.0399789999997182,0.00
ACCO,9862.700002999993,-11.100000999999983,-0.11
ACEL,1783.595999999999,0.924000000000019,0.05
ACH,18416.507529000006,17.202479000000096,0.09
ACI,514.0900010000001,1.4600009999999877,0.28
ACIC,103.57,-0.20000000000000284,-0.19
ACM,25754.87995700001,60.500036999999914,0.23
ACN,95176.02006299997,-24.850001999999847,-0.03
ACND,272.9539999999999,-0.09100000000000286,-0.03
ACP,8262.165543000001,1.5822370000000028,0.02
ACRE,7085.539995000001,-7.129988000000026,-0.10
ACV,6932.192009,20.690987999999997,0.30
ADC,49049.997511,-63.73245800000028,-0.13
ADCT,1380.73001,25.519988000000012,1.85
ADM,50843.517407999934,-18.20748600000016,-0.04
ADNT,10707.930052000003,-8.040046999999952,-0.08
ADS,144993.31006200012,32.68007300000014,0.02
ADT,1480.6499999999992,-3.4799999999999933,-0.24
ADX,25493.927513000013,-12.75918399999999,-0.05
AEB,20234.769999999953,35.30999499999996,0.17
AEE,64646.154360999986,-3.3337560000000366,-0.01
AEFC,1997.479992000001,8.100012,0.41
AEG,23380.529552000055,19.852052000000135,0.08
AEL,18634.939995999997,7.780000000000008,0.04
AEM,58145.430659999976,-10.085054999999997,-0.02
AENZ,2850.5500000000015,2.8700149999999978,0.10
AEO,21235.354247999952,-14.900088999999927,-0.07
AER,25560.370000000028,51.34997199999995,0.20
AES,25944.022215000008,57.30158600000004,0.22
AFB,14819.110001000005,20.589999,0.14
AFC,20343.310017000007,-9.009995000000092,-0.04
