symbol,investment,profit,roi
BGX,127.28000200000002,-9.76000199999999,-7.67
BGY,85.39,-7.759999999999996,-9.09
BH,4946.569389,-59.75916299999996,-1.21
BHC,442.788756,126.491869,28.57
BHE,424.34666999999996,-20.09555699999999,-4.74
BHK,253.68,-11.889999,-4.69
BHLB,369.850002,-6.880001,-1.86
BHP,888.3809249999998,33.91153199999999,3.82
BHR,72.114951,-8.557624000000004,-11.87
BHV,294.670005,-16.890006000000003,-5.73
BHVN,139.690003,23.839996000000006,17.07
BIF,166.37,6.385000000000005,3.84
BIG,723.317492,-59.89998100000003,-8.28
BILL,0,0,NaN
BIO,1446.4733330000001,556.7133399999999,38.49
BIP,173.422972,28.991077000000004,16.72
BIPC,0,0,NaN
BIT,101.04000099999999,0.5899990000000024,0.58
BJ,78.940001,11.660001000000005,14.77
BK,737.2745279999999,13.52809099999999,1.83
BKD,98.04000099999999,1.6200000000000045,1.65
BKE,497.6179580000001,-4.639979000000011,-0.93
BKH,661.405833,97.13138800000002,14.69
BKI,85.349998,49.560002000000004,58.07
BKN,220.4275,20.309999999999995,9.21
BKR,987.1299949999999,6.707500999999983,0.68
BKT,142.47500000000002,-7.9725,-5.60
BKU,220.97000299999996,-1.760003999999995,-0.80
BLD,257.49,63.569997,24.69
BLE,171.93999999999997,9.699997000000005,5.64
BLK,3694.720042,365.639968,9.90
BLL,504.574523,9.545482,1.89
BLW,148.889999,-8.119997000000009,-5.45
BLX,582.189999,-28.644999999999992,-4.92
BMA,254.200001,-9.890002999999993,-3.89
BME,412.02999900000003,14.239993000000005,3.46
BMEZ,0,0,NaN
BMI,587.9453129999999,54.27405699999999,9.23
BMO,720.2912519999999,45.498766,6.32
BMY,927.1407300000001,16.72601999999999,1.80
BNED,39.089999999999996,-3.369999999999999,-8.62
BNL,0,0,NaN
BNS,502.964999,56.92999300000003,11.32
BNY,170.70999899999998,1.0699999999999967,0.63
BOAC,0,0,NaN
BOE,245.48999799999996,-13.16,-5.36
BOH,1147.022062,38.551962,3.36
BOOT,80.230002,24.499998000000012,30.54
BORR,0,0,NaN
BOX,76.830001,-1.750001000000001,-2.28
BP,958.7225100000002,5.834978999999976,0.61
BPMP,29.550000000000004,-3.450000000000003,-11.68
BPT,867.7800040000001,16.520000999999972,1.90
BQ,0,0,NaN
BR,423.02999900000003,141.629999,33.48
BRBR,21,-2.1200009999999985,-10.10
BRC,0,0,NaN
BRFS,99.664999,1.7183330000000003,1.72
BRMK,10.19,0.40000000000000036,3.93
BRO,243.431457,55.757920000000006,22.90
BRT,247.89499900000007,19.88000100000001,8.02
BRX,127.24000299999999,-12.530000999999995,-9.85
BSA,24.5,0.5599990000000012,2.29
BSAC,370.626545,19.560572999999994,5.28
BSBR,87.3,-6.48,-7.42
BSD,191.565,19.79500000000001,10.33
BSE,162.53000000000003,-0.5300000000000047,-0.33
BSIG,72.260001,1.669997999999996,2.31
BSL,122.53999999999999,-3.669999999999998,-2.99
BSM,78.74000000000001,-7.2099999999999955,-9.16
BSMX,60.50999999999999,-6.379999999999998,-10.54
BSN,0,0,NaN
BST,85.289998,25.680003999999997,30.11
BSTZ,21.440001,16.199998000000004,75.56
BSX,221.327497,36.980625,16.71
BTA,90.42999999999999,0.6300000000000061,0.70
BTI,896.032502,3.8187539999999913,0.43
BTO,545.2399949999999,-14.729995999999993,-2.70
BTT,109.100001,7.07,6.48
BTU,0,0,NaN
BTZ,154.59000000000003,-5.200000000000003,-3.36
BUD,698.9999960000001,-13.120000999999988,-1.88
BUI,137.859999,1.739998000000007,1.26
BUR,0,0,NaN
BURL,468.45999500000005,124.79999999999998,26.64
BV,31.270000000000003,-1.6600000000000001,-5.31
BVH,61.8,12.800001000000002,20.71
BVN,292.40812400000004,8.519374000000001,2.91
BW,4.13,-0.4299999999999997,-10.41
BWA,399.657188,8.906868999999993,2.23
BWG,93.58000000000001,-8.170000000000002,-8.73
BWXT,386.95363199999997,23.903647999999976,6.18
BX,207.93000099999998,15.969995000000004,7.68
BXC,538.4600000000002,-47.199996,-8.77
BXG,7.11,0.39999999999999947,5.63
BXMT,1839.0100340000001,317.5199569999999,17.27
BXMX,212.08999899999998,-11.659998,-5.50
BXP,2258.622491,-75.862507,-3.36
BXS,447.2178130000001,2.349682999999999,0.53
BY,35.779999000000004,-1.4199979999999996,-3.97
BYD,394.52500100000003,29.869996000000015,7.57
BYM,154.57999999999998,-4.510000000000002,-2.92
BZH,774.1158409999999,160.51081,20.73
BZM,196.749999,-2.600003999999986,-1.32
C,4378.070025999999,-15.97500300000008,-0.36
CAAP,4.12,-0.43999999999999995,-10.68
CABO,738.5,1341.48999,181.65
CACI,1539.2574940000002,-6.132484000000005,-0.40
CADE,13.96,4.710000000000001,33.74
CAE,167.65000099999997,4.439999,2.65
CAF,289.85,-13.11000499999999,-4.52
CAG,482.1584960000001,27.84877000000001,5.78
CAH,1443.205635,10.860234999999982,0.75
CAI,243.690004,9.759997000000002,4.01
CAJ,657.4566690000001,19.121668999999983,2.91
CAL,400.87778099999986,20.25555200000001,5.05
CALX,73.49,45.510000000000005,61.93
CANG,16.64,-2.3099999999999996,-13.88
CAP,0,0,NaN
CAPL,157.910001,-11.490000999999996,-7.28
CARR,0,0,NaN
CARS,40.230001,-1.1700009999999974,-2.91
CAS,0,0,NaN
CAT,1671.3843590000004,111.58065900000007,6.68
CATO,490.497223,-23.04389099999998,-4.70
CB,785.437493,83.89999699999998,10.68
CBAH,0,0,NaN
CBB,1195.3425070000003,-63.785013000000035,-5.34
CBD,380.250003,-12.435006000000001,-3.27
CBH,18.509999999999998,-0.5500000000000007,-2.97
CBRE,220.000001,6.540001000000018,2.97
CBT,734.43,-11.903754,-1.62
CBU,872.6424969999998,66.05624900000001,7.57
CBZ,228.45749899999998,21.584999000000007,9.45
CC,29.750000999999997,5.429998000000005,18.25
CCAC,0,0,NaN
CCEP,736.156668,14.499995000000055,1.97
CCI,609.600001,178.97001100000003,29.36
CCIV,0,0,NaN
CCJ,308.99333099999996,-21.969998000000004,-7.11
CCK,694.46055,53.928619,7.77
CCL,874.683751,-3.599991999999993,-0.41
CCM,32.674055,-0.721581,-2.21
CCO,113.86999999999999,-12.210000999999991,-10.72
CCS,97.74,23.570001999999995,24.12
CCU,308.542,-2.869999999999994,-0.93
CCX,10.48,-0.22000000000000064,-2.10
CCZ,0,0,NaN
CDAY,66.150002,32.449996,49.06
CDE,2775.440001,-245.30000199999998,-8.84
CDR,2311.1535059999997,-228.95079600000014,-9.91
CE,809.319993,91.32000299999999,11.28
CEA,327.41749999999996,28.697498,8.76
CEE,411.509998,32.267504,7.84
CEIX,8.98,0.2699999999999996,3.01
CEL,103.01,-3.0999989999999986,-3.01
CELP,47.970000000000006,-5.659999999999998,-11.80
CEM,751.3499989999999,-22.500000999999997,-2.99
CEN,642.000009,-76.39999499999999,-11.90
CEO,2081.12001,-11.370002,-0.55
CEPU,0,0,NaN
CEQP,1074.900484,145.40973899999995,13.53
CF,262.47799799999996,55.980000000000004,21.33
CFG,161.51000000000002,10.359997000000007,6.41
CFR,1098.567501,-5.251263000000009,-0.48
CFX,256.009993,20.270009999999992,7.92
CFXA,135.389999,-13.639998999999989,-10.07
CGA,255.769998,-30.420001999999982,-11.89
CHCT,107.60000199999999,6.239998,5.80
CHD,473.53708500000005,82.24957900000003,17.37
CHE,1185.947516,558.8049699999999,47.12
CHGG,102.399999,70.92,69.26
CHH,536.7324950000001,22.622501999999997,4.21
CHMI,69.78999900000001,-4.609998000000006,-6.61
CHN,422.265001,7.870003000000004,1.86
CHRA,3,-0.31999999999999984,-10.67
CHS,146.517012,20.806039999999996,14.20
CHT,541.7230279999999,25.794809000000015,4.76
CHWY,0,0,NaN
CI,1268.873597,63.177246,4.98
CIA,148.23481800000002,-9.074867000000003,-6.12
CIB,627.525002,-16.58499900000001,-2.64
CIEN,670.3662490000002,-49.491250000000015,-7.38
CIF,78.70249999999997,-2.5875000000000004,-3.29
CIG,95.091207,-4.1371629999999975,-4.35
CII,298.809998,-0.6099939999999933,-0.20
CIM,118.03999999999999,-7.099999,-6.01
CINR,120.169998,-8.999999,-7.49
CIO,85.94,-9.369999999999997,-10.90
CIR,417.25000400000005,-18.540002999999984,-4.44
CIT,395.600007,-9.559998000000022,-2.42
CIXX,0,0,NaN
CKH,1280.4483420000001,-52.61962299999999,-4.11
CL,1045.540632,19.61812299999997,1.88
CLA,0,0,NaN
CLB,886.1699819999999,-5.59873000000001,-0.63
CLDR,58.340000999999994,-9.820000999999996,-16.83
CLDT,111.34,-0.23999700000000068,-0.22
CLF,190.46999800000003,72.28125,37.95
CLGX,439.099747,64.863968,14.77
CLH,900.5381130000001,-9.250606000000019,-1.03
CLI,631.5474990000001,-3.072504999999982,-0.49
CLII,0,0,NaN
CLNC,7.92,0.2599999999999998,3.28
CLNY,37.59,-1.7200000000000033,-4.58
CLPR,21.66,-0.47000000000000064,-2.17
CLR,248.214996,31.47500399999998,12.68
CLS,157.62000100000003,-11.140002000000004,-7.07
CLVT,0,0,NaN
CLW,278.61,15.070002000000013,5.41
CLX,1653.371891,112.83499300000003,6.82
CM,935.507495,40.50501700000002,4.33
CMA,701.412408,22.83083500000003,3.25
CMC,372.14375500000006,-8.519065000000001,-2.29
CMCM,34.839999999999996,-4.869999,-13.98
CMD,290.985184,27.008147000000008,9.28
CMG,2902.0500190000002,836.780021,28.83
CMI,1388.1875020000002,36.405618000000004,2.62
CMO,375.156113,44.99166499999998,11.99
CMP,947.499993,-2.4100019999999702,-0.25
CMRE,98.499999,3.020000999999998,3.07
CMS,432.7025030000001,60.482494999999986,13.98
CMSA,78.139,-6.425999999999988,-8.22
CMSC,54.549999,0.7700010000000006,1.41
CMSD,54.569999,0.13000100000000003,0.24
CMU,161.69249999999994,-4.8325,-2.99
CNA,782.339169,27.036668000000013,3.46
CNC,552.0366740000001,-7.219173000000012,-1.31
CND,0,0,NaN
CNF,0,0,NaN
CNHI,50.519999999999996,4.880000000000001,9.66
CNI,482.38792,39.210001000000005,8.13
CNK,245.929998,23.73000400000001,9.65
CNMD,709.7573990000002,32.86055900000002,4.63
CNNE,21.379999,19.180001999999998,89.71
CNO,148.19,10.319999999999997,6.96
CNP,457.7090690000001,8.20540299999998,1.79
CNQ,503.528755,-7.061254999999992,-1.40
CNR,2139.709997,-62.01497999999993,-2.90
CNS,543.9200000000001,-8.410004999999984,-1.55
CNX,267.960622,13.420215000000006,5.01
CO,32.55,5.080000000000001,15.61
CODI,215.559999,-9.089993999999997,-4.22
COE,35.429999,11.370001999999998,32.09
COF,1450.374991,10.565021999999985,0.73
COG,346.38312200000007,-7.2839540000000085,-2.10
COLD,35.990002,0.5299980000000062,1.47
COO,1635.8462630000001,281.448754,17.21
COP,852.275974,61.28661899999997,7.19
COR,491.079999,108.62000299999998,22.12
CORR,207.820002,-16.319996999999997,-7.85
COTY,136.950001,-7.270002000000002,-5.31
CP,1006.4699910000002,265.009996,26.33
CPA,744.319999,55.18999900000003,7.41
CPAC,26.339999999999996,1.740000000000001,6.61
CPB,735.2912560000001,59.15374400000002,8.04
CPE,2289.0999940000006,106.87501900000001,4.67
CPF,4717.345051,154.36988499999995,3.27
CPG,280.769998,-9.599993,-3.42
CPK,513.1461100000001,114.17388500000001,22.25
CPLG,6.76,0.54,7.99
CPRI,229.68,12.239993999999992,5.33
CPS,354.059998,24.310007000000002,6.87
CPSR,0,0,NaN
CPT,1060.282506,31.785008000000033,3.00
CR,1003.682955,12.176493999999991,1.21
CRC,0,0,NaN
CRH,414.994998,21.350004999999996,5.14
CRHC,0,0,NaN
CRI,723.254995,22.28500999999997,3.08
CRK,1558.7312479999998,-13.198748999999992,-0.85
CRL,829.74,124.95999500000005,15.06
CRM,628.377499,215.237496,34.25
CRS,677.7299919999999,23.077514,3.41
CRT,379.95500100000004,0.5199970000000098,0.14
CRY,215.21166699999995,3.9356249999999946,1.83
CS,584.268634,4.222931999999993,0.72
CSL,903.6462519999999,45.235625999999996,5.01
CSLT,22.659999999999997,-2.360000000000001,-10.41
CSPR,0,0,NaN
CSR,2003.0399829999997,-135.319973,-6.76
CSTM,42.83,0.5100000000000016,1.19
CSU,1910.9999910000001,199.72498099999996,10.45
CSV,203.475,2.6199999999999974,1.29
CTAA,129.439998,-13.599998000000003,-10.51
CTAC,0,0,NaN
CTB,570.330623,-19.724375000000002,-3.46
CTBB,70.57000099999999,-4.3800029999999985,-6.21
CTDD,72.58,-4.139999000000003,-5.70
CTK,7.11,-0.7700000000000005,-10.83
CTLT,156.960001,63.690002,40.58
CTR,304.399993,-32.799999,-10.78
CTRA,78.69,-0.14999800000000008,-0.19
CTS,393.89666300000005,35.74500500000002,9.07
CTT,63.52,-4.770000000000003,-7.51
CTVA,28.35,-2.9299999999999997,-10.34
CUB,714.9805489999999,-28.132214000000026,-3.93
CUBB,23.77,1.619999,6.82
CUBE,166.88000200000002,20.56000199999999,12.32
CUBI,173.12,4.479996,2.59
CUK,623.51658,17.079571,2.74
CULP,215.79499900000002,22.105833999999994,10.24
CURO,31.990000000000002,-3.8100000000000005,-11.91
CUZ,1295.982276,79.52029499999998,6.14
CVA,286.325002,-8.845004000000008,-3.09
CVE,236.04000200000002,-25.84000200000001,-10.95
CVEO,113.960001,-13.179999999999998,-11.57
CVI,273.899993,20.530003999999995,7.50
CVNA,147.149998,172.679996,117.35
CVS,703.280624,104.21250900000003,14.82
CVX,1587.5018709999997,9.879370000000023,0.62
CW,1031.36125,9.788755000000009,0.95
CWEN,71.230001,9.369998999999996,13.15
CWH,34.5,14.130001000000007,40.96
CWK,33.640001,-3.6500009999999996,-10.85
CWT,723.191256,46.90000100000004,6.49
CX,140.196754,13.777000000000001,9.83
CXE,238.40500000000003,-13.85500000000001,-5.81
CXH,237.82999999999998,-7.127500000000001,-3.00
CXP,211.01000000000002,-25.78999799999999,-12.22
CXW,306.7533290000001,1.9966700000000017,0.65
CYD,189.71250100000003,16.50000099999999,8.70
CYH,461.406861,-42.18686299999999,-9.14
CZZ,117.370001,3.6899999999999977,3.14
D,1233.882083,-15.736675999999989,-1.28
DAC,450.879999,-34.040001000000004,-7.55
DAL,427.04000199999996,60.119991,14.08
DAN,180.289999,14.799999999999995,8.21
DAO,0,0,NaN
DAR,188.490001,53.88000100000001,28.59
DASH,0,0,NaN
DAVA,45.709999,37.62000299999999,82.30
DB,985.4507220000002,14.367525999999986,1.46
DBD,912.5527870000001,-40.28731999999999,-4.41
DBI,184.63500000000002,16.894997000000004,9.15
DBL,161.95000100000001,-10.94999799999999,-6.76
DCF,17.52,-0.75,-4.28
DCI,607.461458,0.3711449999999843,0.06
DCO,696.928202,-22.595099000000005,-3.24
DCP,373.689998,3.4500039999999856,0.92
DCUE,104.040001,-5.570000000000007,-5.35
DD,1488.0762439999999,18.515128000000026,1.24
DDD,189.560834,51.184169999999995,27.00
DDF,194.445,-9.667500000000004,-4.97
DDS,947.685832,38.62000199999999,4.08
DDT,424.80000000000007,-34.809996,-8.19
DE,1921.4087470000002,287.38875300000007,14.96
DEA,58.379999,5.610001000000004,9.61
DECK,499.932504,248.649164,49.74
DEH,0,0,NaN
DEI,273.81000300000005,-10.210001000000013,-3.73
DELL,105.77000000000001,17.209999000000003,16.27
DEN,148.85750099999998,9.300625000000002,6.25
DEO,1740.3599850000003,136.35500999999994,7.83
DESP,26.18,-3.17,-12.11
DEX,109.34,-4.019999999999998,-3.68
