symbol,investment,profit,roi
A,7717.818793999997,47.293707999999995,0.61
AA,13635.999345000002,-13.093334999999968,-0.10
AAIC,21708.360041999975,-26.59003700000005,-0.12
AAN,0,0,NaN
AAP,15645.043312999998,18.379996000000006,0.12
AAT,3693.8099959999995,3.8700140000000367,0.10
AB,8874.985009,21.35123400000007,0.24
ABB,3362.709996,11.31000700000003,0.34
ABBV,5547.2100279999995,36.389968999999965,0.66
ABC,9659.29192,9.66713200000008,0.10
ABEV,760.3979,0.5730349999999995,0.08
ABG,7754.520001000001,0.7099890000000642,0.01
ABM,6914.018768,-18.72253200000008,-0.27
ABR,2050.3999980000003,5.130003999999989,0.25
ABT,9571.426150000003,37.802486999999914,0.39
AC,1823.0685130000004,6.041633999999977,0.33
ACA,833.250001,18.180005999999985,2.18
ACB,2093.080015,63.28799299999998,3.02
ACC,5949.899988,-23.909985999999932,-0.40
ACCO,1382.8800039999992,1.2500010000000108,0.09
ACEL,406.91799999999995,0.09799999999999542,0.02
ACH,2814.7925,9.365008999999956,0.33
ACI,44.72,2.0100000000000016,4.49
ACIC,0,0,NaN
ACM,4089.090007999999,21.349983999999992,0.52
ACN,14184.300025999995,72.06996799999999,0.51
ACND,20.246000000000002,0.6239999999999988,3.08
ACP,1474.7917320000004,-2.4841770000000043,-0.17
ACRE,1235.7800040000006,-4.550005999999993,-0.37
ACV,1181.9440029999998,7.902000000000008,0.67
ADC,8439.427512999995,-2.082514999999958,-0.02
ADCT,218.38000100000002,-12.180000999999997,-5.58
ADM,8458.350583999996,-24.297333999999843,-0.29
ADNT,1450.070014,-10.470017000000013,-0.72
ADS,20172.470026,60.1499899999999,0.30
ADT,162.89000000000001,3.950000000000001,2.42
ADX,4582.243339000002,-0.35167899999999364,-0.01
AEB,3289.1000059999997,8.209984000000013,0.25
AEE,10270.780030000004,5.08245500000001,0.05
AEFC,250.48000299999998,-1.8500019999999928,-0.74
AEG,4106.437199999997,-7.894683999999987,-0.19
AEL,2766.8799980000003,0.8800060000000016,0.03
AEM,9698.182520999997,-17.624400999999892,-0.18
AENZ,424.6000029999998,2.079997999999992,0.49
AEO,3439.122092999999,8.23377800000001,0.24
AER,4271.099985000002,4.080011999999982,0.10
AES,4645.171858999997,1.9541789999999963,0.04
AFB,2746.790000999997,-3.0199999999999854,-0.11
AFC,3582.11,-6.0899990000000095,-0.17
AFG,13878.585056,27.87995699999992,0.20
AFGB,166.38000000000002,0.870002999999997,0.52
AFGC,182.536998,-0.38699799999999485,-0.21
AFGD,217.09999800000003,-0.051994999999998015,-0.02
AFGE,109.113,-1.4490000000000052,-1.33
AFI,515.5999999999999,-5.550000000000004,-1.08
AFL,6595.573973000004,-0.7336460000000216,-0.01
AFT,2092.930004999999,-5.750004999999982,-0.27
AG,1286.2400039999993,-11.61000799999998,-0.90
AGCB,0,0,NaN
AGCO,9409.744165999993,38.81998299999998,0.41
AGD,2041.769999,-6.089991000000024,-0.30
AGI,1126.2799999999995,-4.309998999999991,-0.38
AGM,7788.8820799999985,-5.916211999999945,-0.08
AGO,3878.2600179999977,13.819989000000046,0.36
